id,route,kind,source_file,line,snippet,expected_behavior,status,evidence,notes
INT-01115,/search,click-handler,apps/frontend/src/app/(dashboard)/search/page.tsx,137,onClick={clearSearch},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/search/page.tsx:137,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01116,/search,button,apps/frontend/src/app/(dashboard)/search/page.tsx,148,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/search/page.tsx:148,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01117,/search,click-handler,apps/frontend/src/app/(dashboard)/search/page.tsx,149,onClick={() => setFilter('all')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/search/page.tsx:149,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01118,/search,button,apps/frontend/src/app/(dashboard)/search/page.tsx,164,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/search/page.tsx:164,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01119,/search,click-handler,apps/frontend/src/app/(dashboard)/search/page.tsx,166,onClick={() => setFilter(filter === domain ? 'all' : domain)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/search/page.tsx:166,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01120,/search,link,apps/frontend/src/app/(dashboard)/search/page.tsx,228,<a,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/search/page.tsx:228,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01121,/settings/diet,input,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,123,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:123,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01122,/settings/diet,change-handler,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,126,onChange={() => toggleFlag(opt.key)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:126,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01123,/settings/diet,input,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,150,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:150,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01124,/settings/diet,change-handler,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,153,onChange={e =>,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:153,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01125,/settings/diet,input,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,163,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:163,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01126,/settings/diet,change-handler,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,166,onChange={e =>,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:166,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01127,/settings/diet,input,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,182,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:182,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01128,/settings/diet,change-handler,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,185,onChange={e =>,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:185,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01129,/settings/diet,button,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,205,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:205,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01130,/settings/diet,click-handler,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,207,"onClick={() => setProfile(prev => ({ ...prev, preferredEffort: effort }))}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:207,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01131,/settings/diet,input,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,227,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:227,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01132,/settings/diet,change-handler,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,230,onChange={() => {,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:230,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01133,/settings/diet,button,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,248,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:248,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01134,/settings/diet,click-handler,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx,249,onClick={handleSave},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/diet/page.tsx:249,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01135,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,51,<button onClick={() => setActiveTab('general')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:51,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01136,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,51,<button onClick={() => setActiveTab('general')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:51,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01137,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,55,<button onClick={() => setActiveTab('appearance')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:55,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01138,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,55,<button onClick={() => setActiveTab('appearance')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:55,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01139,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,59,<button onClick={() => setActiveTab('google')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:59,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01140,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,59,<button onClick={() => setActiveTab('google')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:59,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01141,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,63,<button onClick={() => setActiveTab('paths')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:63,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01142,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,63,<button onClick={() => setActiveTab('paths')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:63,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01143,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,67,<button onClick={() => setActiveTab('network')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:67,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01144,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,67,<button onClick={() => setActiveTab('network')},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:67,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01145,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,133,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:133,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01146,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,134,onClick={handleLogout},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:134,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01147,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,146,"<input type=""text"" value={brandName} onChange={(e) => setBrandName(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:146,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01148,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,146,"<input type=""text"" value={brandName} onChange={(e) => setBrandName(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:146,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01149,/settings,select,apps/frontend/src/app/(dashboard)/settings/page.tsx,151,<select value={timezone} onChange={(e) => setTimezone(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:151,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01150,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,151,<select value={timezone} onChange={(e) => setTimezone(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:151,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01151,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,163,"<button onClick={() => mutation.mutate({ 'general.brand_name': brandName, 'general.timezone': timezone })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:163,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01152,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,163,"<button onClick={() => mutation.mutate({ 'general.brand_name': brandName, 'general.timezone': timezone })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:163,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01153,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,219,"<input type=""text"" value={photos} onChange={(e) => setPhotos(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:219,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01154,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,219,"<input type=""text"" value={photos} onChange={(e) => setPhotos(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:219,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01155,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,224,"<input type=""text"" value={videos} onChange={(e) => setVideos(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:224,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01156,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,224,"<input type=""text"" value={videos} onChange={(e) => setVideos(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:224,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01157,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,229,"<input type=""text"" value={documents} onChange={(e) => setDocuments(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:229,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01158,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,229,"<input type=""text"" value={documents} onChange={(e) => setDocuments(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:229,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01159,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,234,"<input type=""text"" value={projects} onChange={(e) => setProjects(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:234,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01160,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,234,"<input type=""text"" value={projects} onChange={(e) => setProjects(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:234,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01161,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,241,"<input type=""text"" value={data} onChange={(e) => setData(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:241,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01162,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,241,"<input type=""text"" value={data} onChange={(e) => setData(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:241,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01163,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,247,"<button onClick={() => mutation.mutate({ photos, videos, documents, projects, data })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:247,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01164,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,247,"<button onClick={() => mutation.mutate({ photos, videos, documents, projects, data })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:247,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01165,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,296,"<input type=""text"" value={frontendPort} onChange={(e) => setFrontendPort(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:296,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01166,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,296,"<input type=""text"" value={frontendPort} onChange={(e) => setFrontendPort(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:296,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01167,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,301,"<input type=""text"" value={backendPort} onChange={(e) => setBackendPort(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:301,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01168,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,301,"<input type=""text"" value={backendPort} onChange={(e) => setBackendPort(e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:301,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01169,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,306,"<button onClick={() => mutation.mutate({ 'network.frontend_port': Number(frontendPort), 'network.backend_port': Number(backendPort) })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:306,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01170,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,306,"<button onClick={() => mutation.mutate({ 'network.frontend_port': Number(frontendPort), 'network.backend_port': Number(backendPort) })}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:306,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01171,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,371,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:371,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01172,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,373,onClick={() => setTheme(opt.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:373,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01173,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,395,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:395,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01174,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,397,onClick={() => setAccent(opt.key)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:397,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01175,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,416,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:416,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01176,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,417,"onClick={() => setAccent('custom', customHex ?? '#d97706')}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:417,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01177,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,441,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:441,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01178,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,444,"onChange={(e) => setAccent('custom', e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:444,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01179,/settings,input,apps/frontend/src/app/(dashboard)/settings/page.tsx,448,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:448,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01180,/settings,change-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,451,"onChange={(e) => setAccent('custom', e.target.value)}",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:451,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01181,/settings,button,apps/frontend/src/app/(dashboard)/settings/page.tsx,473,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:473,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01182,/settings,click-handler,apps/frontend/src/app/(dashboard)/settings/page.tsx,475,onClick={() => setSidebarStyle(opt.key)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/settings/page.tsx:475,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01183,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,75,"<div className=""fixed inset-0 z-50 flex items-center justify-center bg-black/50"" onClick={onClose}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:75,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01184,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,76,"<div className=""bg-white dark:bg-zinc-900 rounded-xl shadow-2xl w-full max-w-lg p-6 mx-4"" onClick={(e) => e.stopPropagation()}>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:76,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01185,/shopping,input,apps/frontend/src/app/(dashboard)/shopping/page.tsx,81,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:81,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01186,/shopping,change-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,84,value={title} onChange={(e) => setTitle(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:84,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01187,/shopping,input,apps/frontend/src/app/(dashboard)/shopping/page.tsx,89,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:89,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01188,/shopping,change-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,92,value={store} onChange={(e) => setStore(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:92,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01189,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,99,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:99,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01190,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,101,onClick={() => setColor(color === c ? '' : c)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:101,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01191,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,109,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:109,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01192,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,110,onClick={() => mutation.mutate()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:110,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01193,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,133,onClick={onClick},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:133,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01194,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,152,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:152,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01195,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,154,onClick={(e) => { e.stopPropagation(); setMenuOpen(!menuOpen); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:154,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01196,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,160,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:160,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01197,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,162,onClick={(e) => { e.stopPropagation(); setMenuOpen(false); onArchive(); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:162,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01198,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,166,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:166,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01199,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,168,onClick={(e) => { e.stopPropagation(); setMenuOpen(false); onDelete(); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:168,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01200,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,199,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:199,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01201,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,200,onClick={onToggle},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:200,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01202,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,222,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:222,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01203,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,223,onClick={onDelete},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:223,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01204,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,303,"<button onClick={onBack} className=""mt-2 text-sm text-amber-600 hover:underline"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:303,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01205,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,303,"<button onClick={onBack} className=""mt-2 text-sm text-amber-600 hover:underline"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:303,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01206,/shopping,button,apps/frontend/src/app/(dashboard)/shopping/page.tsx,327,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:327,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-01207,/shopping,click-handler,apps/frontend/src/app/(dashboard)/shopping/page.tsx,328,onClick={onBack},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/shopping/page.tsx:328,Source-inventoried and route rendered; control not individually mutated during safe audit
